Country Name,Date (Year),Region,Subregion,"Community health workers (per 1,000 people)",ARI treatment (% of children under 5 taken to a health provider),Current health expenditure per capita (current US$),"Hospital beds (per 1,000 people)","Nurses and midwives (per 1,000 people)","Physicians (per 1,000 people)","Specialist surgical workforce (per 100,000 population)","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Incidence of malaria (per 1,000 population at risk)","Cause of death, by non-communicable diseases (% of total)",Diabetes prevalence (% of population ages 20 to 79),"Fertility rate, total (births per woman)","Immunization, measles (% of children ages 12-23 months)","Life expectancy at birth, total (years)",Low-birthweight babies (% of births),Population growth (annual %),Pregnant women receiving prenatal care (%),Risk of catastrophic expenditure for surgical care (% of people at risk),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)"
Iraq,1/1/18,Asia,Western Asia,,,,,,,,,,,,,83,,,,,,
Iraq,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,68.567,,,,,
Iraq,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,68.848,,,,,
Iraq,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,69.148,,,,,
Iraq,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,69.437,,,,,
Iraq,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,69.7,,,,,
Iraq,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,69.929,,,,,
Iraq,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,70.122,,,,,
Iraq,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,70.294,,,,,
Iraq,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,13.4,,,,
Iraq,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,,,2.618942811,,,
Iraq,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,3.252703811,,,
Iraq,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,3.720640652,,,
Iraq,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,3.896253775,,,
Iraq,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,3.714855313,,,
Iraq,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,3.316223191,,,
Iraq,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,2.877254128,,,
Iraq,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,2.540874669,,,
Iraq,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,2.318464028,,,
Iraq,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,,77.7,,
Iraq,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,,,,,,0.5
Iraq,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,,,,0.4
Iraq,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Iraq,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,2218.186431,,,,,,,,,,,,,,,,
Israel,1/1/11,Asia,Western Asia,,,2420.643955,,,,,,,,,,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,2386.756692,,,,,,,,,,,,,,,,
Israel,1/1/13,Asia,Western Asia,,,2658.983276,,,,,,,,,,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,2800.501777,,,,,,,,,,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,2735.316722,,,,,,,,,,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,2837.139639,,,,,,,,,,,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,3.2,,,,,,,,,,,,,,,
Israel,1/1/11,Asia,Western Asia,,,,3.1,,,,,,,,,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,3.1,,,,,,,,,,,,,,,
Israel,1/1/13,Asia,Western Asia,,,,3.1,,,,,,,,,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,5.2634,,,,,,,,,,,,,,
Israel,1/1/11,Asia,Western Asia,,,,,5.375,,,,,,,,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,4.9529,,,,,,,,,,,,,,
Israel,1/1/13,Asia,Western Asia,,,,,5.0121,,,,,,,,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,5.0328,,,,,,,,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,5.0715,,,,,,,,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,5.2044,,,,,,,,,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,3.4114,,,,,,,,,,,,,
Israel,1/1/11,Asia,Western Asia,,,,,,3.3427,,,,,,,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,,3.3423,,,,,,,,,,,,,
Israel,1/1/13,Asia,Western Asia,,,,,,3.5375,,,,,,,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,3.0844,,,,,,,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,3.1906,,,,,,,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,3.2176,,,,,,,,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/13,Asia,Western Asia,,,,,,,60.13,,,,,,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,75.59,,,,,,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,7.7,,,,,,,,,,,
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,,10,,,,,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,10,,,,,,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,,,87.1,,,,,,,,,
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,,,,85.8,,,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,85.8,,,,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,,,,6.5,,,,,,,,
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,9.7,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,,,,,3.03,,,,,,,
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,2.98,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,3.05,,,,,,,
Israel,1/1/13,Asia,Western Asia,,,,,,,,,,,,3.03,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,3.08,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,,,,,,3.09,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,,,3.11,,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,3.11,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,,,,,,96,,,,,,
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,,97,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,,96,,,,,,
Israel,1/1/13,Asia,Western Asia,,,,,,,,,,,,,98,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,97,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,,,,,,,98,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,,,,97,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,98,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,98,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,81.60243902,,,,,
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,81.65609756,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,81.70487805,,,,,
Israel,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,82.05609756,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,82.15365854,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,82.05121951,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,82.40731707,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,82.60243902,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,8,,,,
Israel,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,,,1.82675241,,,
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,1.848077862,,,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,1.846151321,,,
Israel,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,1.866052895,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,1.919543799,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,1.981288976,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,1.960348962,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,1.938725674,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,1.937879943,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,,,,,5.4,
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,,,4.6,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,,,4.2,
Israel,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,,,3.9,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,3.8,
Israel,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,,,4.2,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,,,3.7,
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,3.9,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/10,Asia,Western Asia,,,,,,,,,,,,,,,,,,,3
Israel,1/1/11,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/12,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/13,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/14,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/15,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/16,Asia,Western Asia,,,,,,,,,,,,,,,,,,,3.8
Israel,1/1/17,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/18,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Israel,1/1/19,Asia,Western Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/10,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/11,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/12,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/13,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/14,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/15,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/16,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/17,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/18,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/19,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/10,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/11,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/12,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/13,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/14,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/15,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/16,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/17,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/18,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/19,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/10,Asia,Eastern Asia,,,4060.190083,,,,,,,,,,,,,,,,
Japan,1/1/11,Asia,Eastern Asia,,,5087.102201,,,,,,,,,,,,,,,,
Japan,1/1/12,Asia,Eastern Asia,,,5212.06938,,,,,,,,,,,,,,,,
Japan,1/1/13,Asia,Eastern Asia,,,4336.149947,,,,,,,,,,,,,,,,
Japan,1/1/14,Asia,Eastern Asia,,,4099.46508,,,,,,,,,,,,,,,,
Japan,1/1/15,Asia,Eastern Asia,,,3733.67326,,,,,,,,,,,,,,,,
Japan,1/1/16,Asia,Eastern Asia,,,4233.033276,,,,,,,,,,,,,,,,
Japan,1/1/17,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/18,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/19,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/10,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/11,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/12,Asia,Eastern Asia,,,,13.4,,,,,,,,,,,,,,,
Japan,1/1/13,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/14,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/15,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/16,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/17,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/18,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/19,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/10,Asia,Eastern Asia,,,,,10.2731,,,,,,,,,,,,,,
Japan,1/1/11,Asia,Eastern Asia,,,,,11.6382,,,,,,,,,,,,,,
Japan,1/1/12,Asia,Eastern Asia,,,,,10.6889,,,,,,,,,,,,,,
Japan,1/1/13,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/14,Asia,Eastern Asia,,,,,11.1212,,,,,,,,,,,,,,
Japan,1/1/15,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/16,Asia,Eastern Asia,,,,,11.5184,,,,,,,,,,,,,,
Japan,1/1/17,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/18,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/19,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/10,Asia,Eastern Asia,,,,,,2.247,,,,,,,,,,,,,
Japan,1/1/11,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/12,Asia,Eastern Asia,,,,,,2.274,,,,,,,,,,,,,
Japan,1/1/13,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/14,Asia,Eastern Asia,,,,,,2.3414,,,,,,,,,,,,,
Japan,1/1/15,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/16,Asia,Eastern Asia,,,,,,2.4118,,,,,,,,,,,,,
Japan,1/1/17,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/18,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/19,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/10,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/11,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/12,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/13,Asia,Eastern Asia,,,,,,,31.25,,,,,,,,,,,,
Japan,1/1/14,Asia,Eastern Asia,,,,,,,37.36,,,,,,,,,,,,
Japan,1/1/15,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/16,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/17,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/18,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/19,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/10,Asia,Eastern Asia,,,,,,,,13,,,,,,,,,,,
Japan,1/1/11,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/12,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/13,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/14,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/15,Asia,Eastern Asia,,,,,,,,12.8,,,,,,,,,,,
Japan,1/1/16,Asia,Eastern Asia,,,,,,,,12.7,,,,,,,,,,,
Japan,1/1/17,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
Japan,1/1/18,Asia,Eastern Asia,,,,,,,,,,,,,,,,,,,
